question_id,answer_filename,answer_text,answer_correct,source,label
00042_04106,M1_1_01_00042_04106_A.png,"$100$ 이하의 소수 중에서 쌍둥이 소수는 $(3, 5), (5,7), (11, 13), (17, 19), (29, 31), (41, 43), (59, 61), (71, 73)$ 으로 $8$쌍이다.",$8$쌍,111.수학 과목 문제생성 데이터,training
00042_04107,M1_1_01_00042_04107_A.png,"$101$부터 $200$까지의 소수를 모두 구하면 다음과 같다.따라서 101부터 $200$까지의 소수 중에서 쌍둥이 소수는 $(101, 103), (107, 109), (137, 139), (149, 151), (179, 181), (191, 193), (197, 199)$로 $7$쌍이다.",$7$쌍,111.수학 과목 문제생성 데이터,training
00042_04108,M1_1_01_00042_04108_A.png,"구하는 타일의 한 변의 길이는 $132$와 $252$의 최대공약수이어야 한다. $132=2^2\\quad\\times11$ $252=2^2\\times3^2\\times$ 최대공약수 $2^2\\times3=12$ $132$, $252$의 최대공약수는 $12$이므로 구하는 타일의 한 변의 길이는 $12cm$이다. 이때, 가로에는 $132\\div12=11$(개), 세로에는 $252\\div12=21$(개)의 타일을 붙여야 하므로 필요한 타일의 수는 $11\\times21=231$(개)","$12cm$, $231$개",111.수학 과목 문제생성 데이터,training
00042_04109,M1_1_01_00042_04109_A.png,"컨테이너의 가로의 길이, 세로의 길이, 높이의 단위를 $ \\mathrm{cm} $ 로 통일하면 $ 600 \\mathrm{~cm}, 240 \\mathrm{~cm}, 280 \\mathrm{~cm} $ 이므로 구하는 제품 상자의 한 모서리의 길이는 $ 600,240,280 $ 의 최대공약수이어야 한다. \\[ \\begin{aligned} 600 & =2^{3} \\times 3 \\times 5^{2} \\\\ 240 & =2^{4} \\times 3 \\times 5 \\\\ 280 & =2^{3} \\\\ & \\times 5 \\times 7 \\\\ \\hline \\text { 최대공약수 }  2^{3} & \\times 5=40 \\end{aligned} \\] $ 600,240,280 $ 의 최대공약수는 40 이므로 구하는 제품 상자의 한 모서리의 길이는 $ 40 \\mathrm{~cm} $ 이다.",$ 40 \\mathrm{~cm} $,111.수학 과목 문제생성 데이터,training
00042_04113,M1_1_01_00042_04113_A.png,"두 사람이 출발한 곳에서 처음으로 다시 만날 때까지 걸리는 시간은 $20$분과 $28$분의 최소공배수이다. $20$과 $28$의 최소공배수는 $140$이므로 두 사람이 만날 때까지 걸리는 시간은 $140$분이다.따라서 두 사람이 만날 때까지 진한이와 동생이 호수 둘레를 돌아야 하는 횟수는 각각  $ 140 \\div 20=7 $(바퀴),  $ 140 \\div 28=5 $(바퀴)이다.","진한 : $7$바퀴, 동생 : $5$바퀴",111.수학 과목 문제생성 데이터,training
00042_04114,M1_1_01_00042_04114_A.png,두 버스가 처음으로 다시 정거장에 동시에 도착할 때까지 걸리는 시간은 $8$과 $12$의 최소공배수이다.$8$과 $12$의 최소공배수는 $24$이므로 구하는 시각은 $24$분 후인 오전 $8$시 $24$분이다.,오전 $8$시 $24$분,111.수학 과목 문제생성 데이터,training
00042_04115,M1_1_01_00042_04115_A.png,"세 버스가 처음으로 다시 동시에 출발할 때까지 걸리는 시간은 $20, 24, 30$의 최소공배수이다. 세 수$ 20, 24, 30$의 최소공배수를 구하면 $  ~~~~~~~~~~~~~~~~~~~~~~~~20  =2^{2} \\times 5 \\\\ ~~~~~~~~~~~~~~~~~~~~~~~~24=  2^{3} \\times 3 \\\\ \\underline{ ~~~~~~~~~~~~~~~~~~~~~~~~30 =2 \\times 3 \\times 5~~~~~~~~~~} \\\\ \\text { 최소공배수 }   2^{3} \\times 3 \\times 5=120  $ 세 수 $20, 24, 30$의 최소공배수가 $120$이므로 세 버스가 처음으로 다시 동시에 출발하는 시각은 오전 $8$시로부터 $120$분 후, 즉 $2$시간 후인 오전 $10$시이다.",오전 $10$시,111.수학 과목 문제생성 데이터,training
00042_04166,M1_1_01_00042_04166_A.png,교통 안전 표지판의 간격은 $32$와 $72$의 공약수이다. 그런데 표지판을 될 수 있는 대로 적게 세우려면 표지판의 간격은 가능한 한 커야 하므로 표지판의 간격은 $32$와 $72$의 최대공약수이다.$32$와 $72$의 최대공약수는 $8$이므로 $8km$ 간격으로 세우면 된다. 따라서 $(32+72)\\div8+1=14$(개)이므로 필요한 교통 안전 표지판은 $14$개이다.,$14$개,111.수학 과목 문제생성 데이터,training
00042_04167,M1_1_01_00042_04167_A.png,"두 사람이 쌓은 벽돌의 높이를 같게 해야 하므로 벽돌의 높이는 벽돌의 두께인 18과 24의 공배수이다. 그런데 될 수 있는 대로 낮게 하려고 하므로 벽돌의 높이는 18과 24의 최소공배수이다.18=2$\\times$32, 24=23$\\times$3이므로 두 수의 최소공배수는 23$\\times$32=72이다.따라서 구하는 높이는 72$cm$이다.",72$cm$,111.수학 과목 문제생성 데이터,training
00042_04230,M1_1_01_00042_04230_A.png,"$ 252=2^{2} \\times 3^{2} \\times 7 $ 이고 252 를 $10$ 이상 $20$ 미만인 두 수의 곱으로 나타내면 $ 252=18 \\times 14 $ 이므로 형과 동생의 나이는 각각 $18$ 세, $14$ 세이다.","$18$세, $14$세",111.수학 과목 문제생성 데이터,training
00042_04231,M1_1_01_00042_04231_A.png,"장식마다 들어가는 풍선의 수가 색깔별로 같아야 하므로 장식의 수는 $ 24,30,42 $ 의 공약수가 되어야 한다. 그런데 장식을 될 수 있는 대로 많이 만 들어야 하므로 장식의 수는 $ 24,30,42 $ 의 최대공약수이다. $ 24=2^{3} \\times 3,30=2 \\times 3 \\times 5,42=2 \\times 3 \\times 7 $ 이므로 $ 24,30,42 $ 의 최대공약수는 $ 2 \\times 3=6 $ 이다. 따라서 만들 수 있는 장식은 $6$ 개이다.",$6$개,111.수학 과목 문제생성 데이터,training
00042_04232,M1_1_01_00042_04232_A.png,"학생 수는 각 조에 속하는 학생 수인 $ 4,6,9 $ 의 공배수이다. $ 4,6,9 $ 를 각각 소인수분해하면 $ 4=2^{2}, 6=2 \\times 3,9=3^{2} $ 이므로 $ 4,6,9 $ 의 최소공배수는 $ 2^{2} \\times 3^{2}=36 $ 이다. 따라서 학생 수는 $36$ 의 배수 중 $50$ 이하인 수이므로 $36$ 명이다.",$36$명,111.수학 과목 문제생성 데이터,training
00042_04233,M1_1_01_00042_04233_A.png,$10$과 $12$의 최소공배수가 $60$이므로 두 버스가 동시에 출발하는 시각은 $60$분 후이다. 따라서 오전 $8$시에 동시에 출발한 두 버스는 $60$분(=$1$시간) 후인 오전 $9$시에 동시에 출발하게 된다.,오전 $9$시,111.수학 과목 문제생성 데이터,training
00042_04234,M1_1_01_00042_04234_A.png,"$ 3,4,6 $ 중 어느 것으로 나누어도 $1$ 이 남는 수는 $ 3,4,6 $ 의 공배수보다 $1$ 큰 수이다. $ 3,4,6 $ 의 최소공배수는 $12$ 이므로 학생 수는 $12$ 의 배수 중 $30$ 이상 $40$ 이하인 수인 $36$ 보다 $1$ 큰 수이다. 따라서 영진이네 반 학생은 모두 $37$ 명이다.",$37$명,111.수학 과목 문제생성 데이터,training
00042_04243,M1_1_01_00042_04243_A.png,가능한 한 큰 정사각형으로 나누어야 하므로 정사각형의 한 변의 길이는 $ 168 $ 과 $ 120$의 최대공약수이어야 한다. $ 168=2^{3} \\times 3 \\times 7 $ $ 120=2^{3} \\times 3 \\times 5 $ $ 168 $ 과 $ 120$의 최대공약수는 $ 2^{3} \\times 3=24 $ 이므로 정사각형의 한 변의 길이는 $ 24 \\mathrm{~cm} $이다.,$ 24 \\mathrm{~cm} $,111.수학 과목 문제생성 데이터,training
00042_04248,M1_1_01_00042_04248_A.png,$24$와 $20$의 공약수만큼 모이면 남는 학생이 없게 된다. $24$와 $20$의 공약수는 $24$와 $20$의 최대공약수인 $4$의 약수이다. 따라서 가장 큰 수는 $4$이다.,$4 $,111.수학 과목 문제생성 데이터,training
00042_04249,M1_1_01_00042_04249_A.png,두 모래시계를 동시에 뒤집는 시각은  8$과 $12$의 공배수일 때이다.따라서 처음으로 동시에 뒤집는 시각은 $8$과 $12$의 최소공배수인 $24$분 후이다.,$24$분 후,111.수학 과목 문제생성 데이터,training
00042_04250,M1_1_01_00042_04250_A.png,대통령 선거와 국회의원 선거가 동시에 있는 해는 $ 5 $와 $ 4 $의 공배수인 $ 20 $년마다 있게 된다.  따라서 $ 1992 $년 이후 처음으로 대통령 선거와 국회의원 선거가 동시에 있게 되는 해는 $ 1992+20=2012 $(년)이다.,$ 2012 $년,111.수학 과목 문제생성 데이터,training
00042_04256,M1_1_01_00042_04256_A.png,"$12$의 배수마다 같은 띠의 아이가 태어나므로 $2021$년, $2033$년, $2045$년, $2057$년, $2069$년, …에 소띠의 아이가 태어난다. 따라서 $2009$년 이후 끝자리가 $9$로 끝나는 해에 소띠의 아이가 처음으로 태어나는 해는 $2069$년이다.",$2069$년,111.수학 과목 문제생성 데이터,training
00042_04260,M1_1_01_00042_04260_A.png,"구하는 학생 수를 $ x $ 명이라고 하면 $ x-3 $ 은 $ 4,5,6 $ 의 공배수이다. $ 4,5,6 $ 의 공배수는 최소공배수 $60$ 의 배수이므로 $60$ 의 배수 중에서 $50$ 보다 크 고 $80$ 보다 작은 수는 $60$ 이다. 따라서 야영 활동에 참여한 학생 수는 $ 60+3=63 $ (명)",$63$명,111.수학 과목 문제생성 데이터,training
00042_04262,M1_1_01_00042_04262_A.png,"구하는 참가자를 $x$명이라고 하면 $x‒5$는 $8,10,12$의 공배수이다. $8,10,12$의 공배수는 최소공배수 $120$의 배수이므로 $120$의 배수 중에서 $200$보다 크고 $300$보다 작은 수는 $24$0이다. 따라서 수련회에 참가한 학생 수는 $240+5=245$(명)",$245$명,111.수학 과목 문제생성 데이터,training
00042_94337,M1_1_01_00042_94337_A.png,"$ 240=2^{4} \\times 3 \\times 5 $의 약수의 개수는 $ (4+1) \\times(1+1) \\times(1+1)=20 $(개)이므로 $ N(240)=20 $ 자연수 $ p $가 $ p=a^{l} \\times b^{m} $으로 소인수분해될 때, $ p $의 약수의 개수는 $ (l+1) \\times(m+1) $(개)이다.",$20$,111.수학 과목 문제생성 데이터,training
00042_94378,M1_1_01_00042_94378_A.png,"(1) $5$의 약수는 $1,5$이므로 $5$는 소수이다. (2) $8$의 약수는 $1,2,4,8$이므로 $8$은 합성수이다. (3) $13$의 약수는 $1,13$이므로 $13$은 소수이다. (4) $20$의 약수는 $1,2,4,5,10,20$이므로 $20$은 합성수이다. (5) $32$의 약수는 $1,2,4,8,16,32$이므로 $32$는 합성수이다. (6) $51$의 약수는 $1,3,17,51$이므로 $51$은 합성수이다. (7) $79$의 약수는 $1,79$이므로 $79$는 소수이다. (8) $81$의 약수는 $1,3,27,81$이므로 $81$은 합성수이다.",(1) $ \\bigcirc $ (2) $ \\Delta $ (3) $ \\bigcirc $ (4) $ \\Delta $ (5) $ \\Delta $ (6) $ \\Delta $ (7) $ \\bigcirc $ (8) $ \\Delta $,111.수학 과목 문제생성 데이터,training
00042_94380,M1_1_01_00042_94380_A.png,"$8$의 약수 : $ 1,2,4,8 \\\\ $ $12$의 약수 : $ 1,2,3,4,6,12 \\\\ $ $25$의 약수 : $ 1,5,25 \\\\ $ $155$의 약수 : $1, 5, 31, 155 \\\\$ 따라서 합성수는 $ 8,12,25,155 $ 이다.","$8,12,25,155\\\\$",111.수학 과목 문제생성 데이터,training
00042_94383,M1_1_01_00042_94383_A.png,"(1) $9$ 의 약수는 $ 1,3,9 $ 이므로 $9$ 는 합성수이다. (2) $37$ 의 약수는 $1,37$ 이므로 $37$ 은 소수이다. (3) $39$ 의 약수는 $ 1,3,13,39 $ 이므로 $39$ 는 합성수이다. (4) $53$ 의 약수는 $1,53$ 이므로 $53$ 은 소수이다.",(1) $ \\Delta $ (2) $ \\bigcirc $ (3) $ \\Delta $ (4) $ \\bigcirc $,111.수학 과목 문제생성 데이터,training
00042_94384,M1_1_01_00042_94384_A.png,(4) $ 3^{4} \\times 5^{3} \\times 7^{2} $ (5) $ \\left(\\frac{1}{3}\\right)^{3} \\times\\left(\\frac{1}{7}\\right)^{4} $ (6) $ \\frac{1}{11^{3} \\times 17^{2}} $  (1) $ 5 \\times 5 \\times 5 \\times 5 \\times 5=5^{5} $ (2) $ 11 \\times 11 \\times 11 \\times 11=11^{4} $ (3) $ 7 \\times 7 \\times 7 \\times 13 \\times 13=7^{3} \\times 13^{2} $ (4) $ 3 \\times 3 \\times 3 \\times 3 \\times 5 \\times 5 \\times 5 \\times 7 \\times 7=3^{4} \\times 5^{3} \\times 7^{2} $ (5) $ \\frac{1}{3} \\times \\frac{1}{3} \\times \\frac{1}{3} \\times \\frac{1}{7} \\times \\frac{1}{7} \\times \\frac{1}{7} \\times \\frac{1}{7}=\\left(\\frac{1}{3}\\right)^{3} \\times\\left(\\frac{1}{7}\\right)^{4} $ (6) $ \\frac{1}{11 \\times 11 \\times 11 \\times 17 \\times 17}=\\frac{1}{11^{3} \\times 17^{2}} $,(1) $ 5^{5} $ (2) $ 11^{4} $ (3) $ 7^{3} \\times 13^{2} $,111.수학 과목 문제생성 데이터,training
00042_94385,M1_1_01_00042_94385_A.png,"$ { }  a^{b} \\rightarrow a $:밑, $b$:지수","⑴ 밑 $7$, 지수 $9$ ⑵ 밑 $ \\frac{1}{5} $, 지수 $10$ ⑶ 밑 $12$, 지수 $3$ ⑷ 밑 $4$, 지수 $8$ ⑸ 밑 $5$, 지수 $13$ ⑹ 밑 $4.23$, 지수 $6$",111.수학 과목 문제생성 데이터,training
00042_94386,M1_1_01_00042_94386_A.png,같은 수의 곱셈은 지수를 사용하여 거듭제곱으로 간단하게 나타낸다.,(1) $ 3^{8}(2) 5^{3} \\times 13^{4}(3) 2^{3} \\times 3^{2} \\times 5^{2} \\times 7^{3}(4)\\left(\\frac{1}{5}\\right)^{2} \\times\\left(\\frac{1}{19}\\right)^{4} $ (5) $ \\frac{1}{2^{4} \\times 3^{2} \\times 5} \\\\ $,111.수학 과목 문제생성 데이터,training
00042_94387,M1_1_01_00042_94387_A.png,"소인수 : $2$,$3$ 소인수 : $5$,$7$ 소인수 : $2$,$3$,$7$ 소인수 : $2$,$7$ 소인수 : $2$,$17$ 소인수 : $2$,$3$,$5$","(1) $2$,$3$ (2) $5$,$7$ (3) $2$,$3$,$7$ (4) $2$,$7$ (5) $2$,$17$ (6) $2$,$3$,$5$",111.수학 과목 문제생성 데이터,training
00042_94388,M1_1_01_00042_94388_A.png,(1) $ 20=2^{2} \\times 5 $ (2) $ 38=2 \\times 19 $ (3) $ 66=2 \\times 3 \\times 11 $ (4) $ 96=2^{5} \\times 3 $ (5) $ 135=3^{3} \\times 5 $ (6) $ 140=2^{2} \\times 5 \\times 7 $ (7) $ 147=3 \\times 7^{2} $ (8) $ 516=2^{2} \\times 3 \\times 43 $,(1) $ 2^{2} \\times 5 $ (2) $ 2 \\times 19 $ (3) $ 2 \\times 3 \\times 11 $ (4) $ 2^{5} \\times 3 $  (5) $ 3^{3} \\times 5 $ (6) $ 2^{2} \\times 5 \\times 7 $ (7) $ 3 \\times 7^{2} $ (8) $ 2^{2} \\times 3 \\times 43 \\\\ $,111.수학 과목 문제생성 데이터,training
00042_94389,M1_1_01_00042_94389_A.png,⑴  \\( \\begin{array}{r}  2 \\underline{)30} \\\\  3 \\underline{)15} \\\\  5 \\end{array} \\) $\\rightarrow 30=2\\times3\\times5$  ⑵  \\( \\begin{array}{r}  2 \\underline{)84} \\\\  2 \\underline{)42} \\\\  3 \\underline{)21} \\\\  7 \\end{array} \\) $\\rightarrow 84=2^2\\times3\\times7$ ⑶  \\( \\begin{array}{r}  2 \\underline{)450} \\\\  3 \\underline{)225} \\\\  3 \\underline{)~~75} \\\\  5 \\underline{)~~25} \\\\  5 \\end{array} \\) $\\rightarrow 450=2\\times3^2\\times5^2$  ⑷  \\( \\begin{array}{r}  3 \\underline{)567} \\\\  3 \\underline{)189} \\\\  3 \\underline{)~~63} \\\\  3 \\underline{)~~21} \\\\  7 \\end{array} \\) $\\rightarrow 567=3^4\\times7$,⑴ $2\\times3\\times5$⑵ $2^2\\times3\\times7$⑶ $2\\times3^2\\times5^2$⑷ $3^4\\times7$,111.수학 과목 문제생성 데이터,training
00042_94390,M1_1_01_00042_94390_A.png,"(1) $ 1,3,3^{2}, 3^{3}, 3^{4} \\rightarrow 1,3,9,27,81 $ (2) $ 1,7,7^{2}, 7^{3} \\rightarrow 1,7,49,343 $ (3) $ 1,11,11^{2} \\rightarrow 1,11,121 $","(1) $1,3,9,27,81$ (2) $1,7,49,343$ (3) $1,11,121$",111.수학 과목 문제생성 데이터,training
00042_94391,M1_1_01_00042_94391_A.png,"(1) $1$,$2$,$4$,$5$,$10$,$20$,$25$,$50$,$100$,$125$,$250$,$500$ <table border>   <tbody>     <tr>       <td>$\\times$</td>       <td>$1$</td>       <td>$2$</td>       <td>$2^2$</td>     </tr>     <tr>       <td>$1$</td>       <td>$1\\times1=1$</td>       <td>$1\\times2=2$</td>       <td>$1\\times2^2=4$</td>     </tr>     <tr>       <td>$5$</td>       <td>$5\\times1=5$</td>       <td>$5\\times2=10$</td>       <td>$5\\times2^2=20$</td>     </tr>     <tr>       <td>$5^2$</td>       <td>$5^2\\times1=25$</td>       <td>$5^2\\times2=50$</td>       <td>$5^2\\times2^2=100$</td>     </tr>     <tr>       <td>$5^3$</td>       <td>$5^3\\times1 =125$</td>       <td>$5^3\\times2 =250$</td>       <td>$5^2\\times2^2 =500$</td>     </tr> </tbody> </table> (2) $1$,$3$,$7$,$9$,$21$,$49$,$63$,$147$,$441$ <table border>   <tbody>     <tr>       <td>$\\times$</td>       <td>$1$</td>       <td>$7$</td>       <td>$7^2$</td>     </tr>     <tr>       <td>$1$</td>       <td>$1\\times1=1$</td>       <td>$1\\times7=7$</td>       <td>$1\\times7^2=49$</td>     </tr> </tbody> </table>",(1) <table border>   <tbody>     <tr>       <td>$\\times$</td>       <td>$1$</td>       <td>$2$</td>       <td>$2^2$</td>     </tr>     <tr>       <td>$1$</td>       <td>$1\\times1=1$</td>       <td>$1\\times2=2$</td>       <td>$1\\times2^2=4$</td>     </tr>     <tr>       <td>$5$</td>       <td>$5\\times1=5$</td>       <td>$5\\times2=10$</td>       <td>$5\\times2^2=20$</td>     </tr>     <tr>       <td>$5^2$</td>       <td>$5^2\\times1=25$</td>       <td>$5^2\\times2=50$</td>       <td>$5^2\\times2^2=100$</td>     </tr>     <tr>       <td>$5^3$</td>       <td>$5^3\\times1 =125$</td>       <td>$5^3\\times2 =250$</td>       <td>$5^2\\times2^2 =500$</td>     </tr> </tbody> </table> (2) <table border>   <tbody>     <tr>       <td>$\\times$</td>       <td>$1$</td>       <td>$7$</td>       <td>$7^2$</td>     </tr>     <tr>       <td>$1$</td>       <td>$1\\times1=1$</td>       <td>$1\\times7=7$</td>       <td>$1\\times7^2=49$</td>     </tr>     <tr>       <td>$3$</td>       <td>$3\\times1=3$</td>       <td>$3\\times7=21$</td>       <td>$3\\times7^2=147$</td>     </tr>     <tr>       <td>$3^2$</td>       <td>$3^2\\times1=9$</td>       <td>$3^2\\times7=63$</td>       <td>$3^2\\times7^2=441$</td>     </tr> </tbody> </table>,111.수학 과목 문제생성 데이터,training
00042_94392,M1_1_01_00042_94392_A.png,(1) $ [3+1] \\times[2+1]=12 $ (개) (2) $ [2+1] \\times[2+1] \\times[1+1]=18 $ (개) (3) $ 512=2^{9} $ 약수의 개수 : $ 9+1=10 $ (개) (4) $ 208=2^{4} \\times 13 $ 약수의 개수 : $ [4+1] \\times[1+1]=10 $ (개),(1) $12$ 개 (2) $18$ 개 (3) $10$ 개 (4) $10$ 개,111.수학 과목 문제생성 데이터,training
00042_94394,M1_1_01_00042_94394_A.png,(1) $ [4+1] \\times[2+1]=15 $ (개) (2) $ [3+1] \\times[5+1] \\times[1+1]=48 $ (개) (3) $ 420=2^{2} \\times 3 \\times 5 \\times 7 $ 약수의 개수: $ \\{2+1] \\times[1+1] \\times[1+1] \\times[1+1]=24 $ (개) (4) $ 1452=2^{2} \\times 3 \\times 11^{2} $ 약수의 개수: $ \\{2+1] \\times[1+1] \\times[2+1]=18 $ (개),⑴ $15$개 ⑵ $48$개 ⑶ $24$개 ⑷ $18$개,111.수학 과목 문제생성 데이터,training
00042_94395,M1_1_01_00042_94395_A.png,"$ 20=1 \\times 20=2 \\times 10=4 \\times 5 $ 이므로 $20$ 의 약수는 $ 1,2,4,5,10,20 $ 이다. $ 35=1 \\times 35=5 \\times 7 $ 이므로 $35$ 의 약수는 $ 1,5,7,35 $ 이다. $20$ 과 $35$ 의 공약수는 $1,5$ 이므로 최대공약수는 $5$ 이다.","⑴ (1) $ 1,2,4,5,10,20 $ (2) $ 1,5,7,35 $ (3) 1,5 (4) 5",111.수학 과목 문제생성 데이터,training
00042_94396,M1_1_01_00042_94396_A.png,"(2) $ 1,2,3,4,5,6,10,12,15,20,30,60 $ (3) $ 1,3,5,15,25,75 $ (4) $ 1,3,5,15 $ (5) $15$ (1) $45$ 의 약수 : $ 1,3,5,9,15,45 $ (2) $60$ 의 약수 : $ 1,2,3,4,5,6,10,12,15,20,30,60 $ (3) $75$ 의 악수 : $ 1,3,5,15,25,75 $ (4) $ 45,60,75 $ 의 공약수 : $ 1,3,5,15 $ (5) $ 45,60,75 $ 의 최대공약수 : $15$","(1) $ 1,3,5,9,15,45 $",111.수학 과목 문제생성 데이터,training
00042_94397,M1_1_01_00042_94397_A.png,⑴ 두 자연수의 공약수는 두 자연수의 최대공약수의 약수이다.⑵ 세 자연수의 공약수는 세 자연수의 최대공약수의 약수이다.,"⑴ $1, 2, 17, 34$ ⑵ $1, 2, 4, 8, 16, 32$",111.수학 과목 문제생성 데이터,training
00042_94399,M1_1_01_00042_94399_A.png,(1) $ \\begin{array}{r}  \\\\ 2 \\times 5 \\times 7 \\\\  3 \\times 5^2 \\times 7 \\\\ \\hline 최대공약수: 5 \\times 7\\end{array} $ (2)$ \\begin{array}{r}  \\\\  5^2 \\times 7^3\\\\  3^3 \\times 7 \\\\ \\hline 최대공약수: 3^2 \\times 7\\end{array} $ (3)$ \\begin{array}{r}  \\\\  3^3 \\times 5^3\\\\  2^3 \\times 3^3 \\times 5^2\\\\ \\hline 최대공약수: 3^2 \\times 5^2\\end{array} $ (4)$ \\begin{array}{r}  \\\\ 2^3 \\times 3^2 \\times 5^2 \\\\  2^2 \\times 3^2 \\times 7 \\\\  2^3 \\times 3^2 \\times 5 \\times 7\\\\ \\hline 최대공약수: 2^2 \\times 3^2\\end{array} $ (5)$ \\begin{array}{r}  \\\\ 2^3 \\times 3^2 \\times 5^2 \\\\  2 \\times 3 \\times 5^3 \\times 7^2\\\\  3^2 \\times 5^2 \\times 7 \\times 13\\\\ \\hline 최대공약수: 3 \\times 5^2\\end{array} $,(1) $ 5 \\times 7 $ (2) $ 3^{2} \\times 7 $ (3) $ 3^{3} \\times 5^{2} $ (4) $ 2^{2} \\times 3^{2} $ (5) $ 3 \\times 5^{2}   $,111.수학 과목 문제생성 데이터,training
00042_94400,M1_1_01_00042_94400_A.png,⑴ 최대공약수 : $5$ ⑵ 최대공약수 : $7$ ⑶ 최대공약수 : $ 2 \\times 3=6 $ ⑷ 최대공약수 : $ 2^{3}=8 $ ⑸ 최대공약수 : $ 3^{2}=9 $,⑴ $5$ ⑵ $7$ ⑶ $6$ ⑷ $8$ ⑸ $9$,111.수학 과목 문제생성 데이터,training
00042_94401,M1_1_01_00042_94401_A.png,⑴ 최대공약수 : $ 2 \\times 7=14 $ ⑵ 최대공약수 : $ 2 \\times 5 \\times 7=70 $,⑴ $14$ ⑵ $70$,111.수학 과목 문제생성 데이터,training
00042_94402,M1_1_01_00042_94402_A.png,(1) 두 자연수의 공약수는 두 자연수의 최대공약수의 약수이다. (2) 세 자연수의 공약수는 세 자연수의 최대공약수의 약수이므로 84 의 약수의 개수를 구한다. $ 84=2^{2} \\times 3 \\times 7 $ 이므로 약수의 개수는 $ (2+1) \\times[1+1] \\times[1+1]=12 $ (개),"(1) $ 1,2,3,4,6,9,12,18,36 $ (2) 12개",111.수학 과목 문제생성 데이터,training
00042_94493,M1_1_01_00042_94493_A.png,"⑴ (1) 두 자연수의 공배수는 최소공배수의 배수이다. $24$ 의 배수 : $ 24,48,72,96,120,144, \\cdots $ (2) 세 자연수의 공배수는 최소공배수의 배수이다. $65$ 의 배수 : $ 65,130,195,260, \\cdots $","(1) $ 24,48,72,96,120,144 $ (2) $ 65,130,195,260   $",111.수학 과목 문제생성 데이터,training
00042_94496,M1_1_01_00042_94496_A.png,⑴ (두 자연수의 곱)=(최대공약수) $\\times$(최소공배수)이므로 $252$=(최대공약수)$\\times 84$ 따라서 (최대공약수) $ =252 \\div 84=3 $ ⑵ $ 36 \\times A=18 \\times 180   \\rightarrow A=90 $,⑴ $3$ ⑵ $90$,111.수학 과목 문제생성 데이터,training
00042_94498,M1_1_01_00042_94498_A.png,(2) $21$ (1) $ ( $ 두 자연수의 곱) $ =( $ 최대공약수 $ ) \\times( $ 최소공배수 $ ) $ 이므로 648=(최대공약수) $ \\times 36 $ 따라서 $ ( $ 최대공약수 $ )=648 \\div 36=18 $ (2) $ 35 \\times A=7 \\times 105 $ $ \\rightarrow A=21 $,(1) $18$,111.수학 과목 문제생성 데이터,training
00042_94853,M1_1_01_00042_94853_A.png,"정사각형 모양의 색종이를 가능한 한 적게 사용하려면 색종이의 크기가 커야 하므로 색종이의 한 변의 길이는 $65$, $52$의 최대공약수인 $13 cm$이다. 따라서 필요한 색종이의 수는 가로 방향으로 $ 65 \\div 13=5 $, 세로 방향으로 $ 52 \\div 13=4 $ 이므로 $ 5 \\times 4=20 $",⑤,111.수학 과목 문제생성 데이터,training
00042_94855,M1_1_01_00042_94855_A.png,"나무 사이의 일정한 간격을 최대로 하려면 나무 사이의 간격은 180,120 의 최대공약수이어야 하므로 $ 2^{2} \\times 3 \\times 5=60(\\mathrm{~m}) $ 이때 $ 180 \\div 60=3,120 \\div 60=2 $ 이므로 필요한 나무는 $ (3+2) \\times 2=10 (그루)$",④,111.수학 과목 문제생성 데이터,training
00042_94856,M1_1_01_00042_94856_A.png,"$~~~~~~~~~ 98=2 ~~~~~~~~ \\times 7^{2} \\\\ \\underline {~~~~~~~~~84=2^{2} \\times 3 \\times 7 }  $   최대공약수 $ ~~~~2 ~~~~~~~\\times 7$ 일정한 간격으로 놓는 화분의 개수를 최소로 하려면 화분 사이의 간격은 98,84 의 최대공약수이어야 하므로 $ 2 \\times 7=14(\\mathrm{~m}) $",③,111.수학 과목 문제생성 데이터,training
00042_94862,M1_1_01_00042_94862_A.png,$ \\begin{array}{l}45=\\qquad 3^{2} \\times 5 \\\\ 60=2^{2} \\times 3 \\times 5 \\\\ \\hline \\end{array} $최소공배수 $2^2 \\times 3^2 \\times 5$,$180$초  형과 동생이 처음으로 출발점에서 다시 만나게 될 때까지 걸리는 시간은 $45$와 $60$의 최소공배수 $ 2^{2} \\times 3^{2} \\times 5=180 $(초)이다.,111.수학 과목 문제생성 데이터,training
00042_94866,M1_1_01_00042_94866_A.png,"가장 작은 정육면체를 만들려면 한 모서리의 길이는 $ 7,6,14 $ 의 최소공배수이어야 하므로 $ 2 \\times 3 \\times 7=42(\\mathrm{~cm}) $ 이다. \\[ \\begin{array}{rrrr} 7 & & & 7 \\\\ 6=2 & \\times 3 & \\\\ 14=2 & & \\times 7 \\\\ \\hline \\text { 최소공배수 } & 2 & \\times 3 & \\times 7 \\end{array} \\]",(2),111.수학 과목 문제생성 데이터,training
00042_94873,M1_1_01_00042_94873_A.png,$ 70=14 \\times 5 $이므로 $ A=14 \\times a (a$와 $5$는 서로소)라 하자. 이 때 두 수의 최소공배수가 $420$이므로 $ 14 \\times 5 \\times a=420   \\therefore a=6   \\therefore A=14 \\times a=14 \\times 6=84 $,②,111.수학 과목 문제생성 데이터,training
